price__p_015e142afb02def6,price__p_04e3d3e3e4d2b7a3,price__p_08af219b10a3d0c1,price__p_090787ff4c600967,price__p_09cb91d919e19c81,price__p_0d20aebdd2e3e2a3,price__p_117934e693b030e1,price__p_12702c2817bc3058,price__p_12f4a9142c235af4,price__p_156a750ae05683cb,price__p_15e2359392c5042c,price__p_175e0c5b4d6a8cd9,price__p_1bee12058e36565f,price__p_212ef5b23dbb70ff,price__p_24e9e14ac94c789e,price__p_29096e2e6c801716,price__p_2929b2190c67fa05,price__p_29a1d693bcd6b5ed,price__p_2b23ed0aa617091c,price__p_2c2bb2eb34a2530d,price__p_2fee73ae064112ed,price__p_31deb9fdc417508e,price__p_35042b5fee5e1452,price__p_369ce465f81b2b58,price__p_3862181ef4e50416,price__p_394ed64ad5df6eab,price__p_398b35a78734a78e,price__p_3a66e1c2dcaacdbe,price__p_3abb1bdf911a74ba,price__p_3e3ac34e09abbe85,price__p_44d21f4415cc94bd,price__p_45d6c5200e1a3379,price__p_47f8c50648adab37,price__p_4868c8af6ebb3048,price__p_4b78aecc4ad2673a,price__p_4d6f925d5fd37636,price__p_4eede6d97e9bd55e,price__p_4f0bc051d584c367,price__p_4f513e6f6ede7f06,price__p_57bdf8a55dab3591,price__p_5a70d1f2747b0f36,price__p_5b64eea47fe39565,price__p_679f919cb34f89e9,price__p_6974d4181c18978d,price__p_6a02652f4a9989e9,price__p_6ad195c852babce1,price__p_6f9697bbf4df888a,price__p_7b4d7b259b6753fa,price__p_7bbab6017e1fb60b,price__p_7c74e703f996c871,price__p_8de345911b7fc78f,price__p_8f5fb68c57941b6a,price__p_8f97282e97de7a9b,price__p_9122726a99818701,price__p_9341bdcca7b05d66,price__p_93a4e9685d04bc1a,price__p_955389fa1088a0da,price__p_96d693419d7e59f7,price__p_9aad75ce6ea05520,price__p_9f31a8386b8c5eb8,price__p_a074fa497eab1cb8,price__p_a295b5ca26a7559a,price__p_aaab792e0f7a512c,price__p_ab0f14fdeeb99eb0,price__p_b2354c8beb79d919,price__p_b32a1dc815512f2e,price__p_b4735e773b7401fc,price__p_b6a4aa3d34b35ea7,price__p_b74ad31919d3dab3,price__p_b7a55e9cddc1fa47,price__p_b7b1618afb05d922,price__p_b873db1e2ba44465,price__p_ba1176602ebbd96b,price__p_bbc1e9ba2c1b1332,price__p_bc05e8925dafddbd,price__p_bcb6c83c3cb2c0f1,price__p_bd3edefacd71ccb9,price__p_bdad6ba047be1572,price__p_c0cb077ae13a5415,price__p_c2351f7e990ff8ee,price__p_c67eb545eaecb876,price__p_c790a9428097cdce,price__p_cf6f0c8ecd5041af,price__p_cf91019388b7c9a6,price__p_d03f48cac90afd53,price__p_d499d7f7dc39d7ab,price__p_d513ce0622315a93,price__p_d808a66ec902704a,price__p_d8a34b15fb6f311c,price__p_dde8e41d5f1a8881,price__p_e0705204f7294fed,price__p_e07286f243955a55,price__p_e9114732b34c7687,price__p_e9a1a6b2d848b28d,price__p_ec63403370289989,price__p_f05785b9d3415065,price__p_f155865bddb5ae03,price__p_f72f3a06539c1241,price__p_f7fd37c9c13f589b,price__p_fcdf70fd9a5b0838,target_month,target_mom_pct,feature_cutoff,actual_published_at,feature_hash
-1.8040597870870516,,-2.7045693429118156,-4.022971503590934,,,-0.247831601446709,,-0.06639959518874645,-4.817553600011383,,,-3.4365477818416124,,,-0.7129606759511052,-0.658807122794455,-4.912163290620368,,-4.255961441879589,-6.709934199924485,,,,-11.9959315078979,-2.48820286328271,,-4.812606556811922,-0.38083929924085297,,,,-2.301736988674852,,-5.997766870773047,,,,,0.0,20.574263769795174,,,,-1.1980237101399993,-0.6362844907538755,-0.4642205118570014,,-1.8494582636164416,,-5.630010261372892,,,,,-0.4062294008878793,-0.5034171005637589,-1.0322420996297192,,0.0,0.43668191663403894,,-4.878270151071054,,-12.751332029895956,,,-0.08062194505223953,,-0.6966320307433629,-5.473790435141821,-0.6098432753348099,-0.0572028873652142,,-2.8203642903231625,,,,,-1.2962727572097812,,-3.11309185951731,,,,,-3.5975102458277926,-0.18604656529195673,-0.19568587294823575,,-2.2267423466422813,,,-8.699709892430754,-0.16592350586693752,0.39264059131527745,0.21478042646168324,,-7.8267663946560875,-4.439326026074573,2014-02,-0.2,2014-02-14T01:30:00+00:00,2014-03-09T01:30:00+00:00,e10506e867d7b808fc03086c4e144aecf41f8f3c523438541f687272b6cc0f4e
-2.941388520629334,,-5.017941922532494,-5.056744759152116,,,1.0534883453756805,,-0.19502687800338747,-3.8305003511100937,,,-3.7457496407163977,,,-0.8340190915481698,-0.22630601061676353,-1.9514255948503294,,0.0,-6.478926482185381,,,,-7.468128880616909,0.9424400234970897,,-0.016507622114528976,-0.6157142577395193,,,,-8.079544188725594,,-3.1265710258050907,,,,,0.07160759346440891,19.885085874516516,,,,-5.196775639204471,-1.927681845280655,1.0083064024553585,,-7.567802455401849,,0.9304890951536441,,,,,0.6087269388650209,-0.023328561687910507,-11.539063739106107,,-3.3987262288136173,-5.831248205805529,,-8.432234278077102,,-10.092591858996053,,,-2.762784138452205,,-2.9272774501345933,-8.409854050279767,-1.8178715061204977,-0.05402528621717733,,-2.6293716734848926,,,,,1.1065562733389367,,-1.0596125631495381,,,,,1.4545711002378716,0.0,-0.5160771410269493,,-4.980165356693785,,,-9.171859051509202,-10.127500201985114,0.5715785891231249,0.5729547352351667,,-0.8607683640355644,0.32522653100989907,2014-03,-0.3,2014-03-14T01:30:00+00:00,2014-04-11T01:30:00+00:00,586bac59d83b63e46ad5321bb58b40b7fb8e5c086639538cb4b67d7ab6de7c1c
0.5294779626917396,,3.994644355211157,7.0267989799691275,,,-0.16415442061935248,,0.03548773492416102,-4.455079698537383,,,3.5176598149740084,,,-0.64719633211082,0.18623846765205793,2.384171547815761,,-11.506932978478723,-3.3945575863835153,,,,-3.9432017961251917,-1.6154167132737447,,-3.2236713175323866,-1.2084475386050038,,,,2.0170820070821205,,-0.9215430412164254,,,,,-1.8786679694647372,12.538880944041342,,,,2.1818453041647015,-0.5297144993665152,-2.1544393906169987,,-3.3708361835120666,,-0.08652220620776974,,,,,-0.14508159165423398,0.43386770564470345,0.9647206700881696,,1.1363758650315003,-2.383847400640728,,-4.963451029914226,,-5.455898425043449,,,-6.256238791610825,,-1.5073562920513894,-3.231181134161367,-0.0314371046158053,-1.07370007444802,,0.9551573890249897,,,,,1.0034058873079212,,2.4660135040474964,,,,,2.6465452437494696,0.0,-2.1849180783708047,,-2.483698416179749,,,-11.806476547934844,0.011484352582259286,-2.6439733773067107,0.5282348249184763,,2.868292049318857,-6.202409713131836,2014-04,-0.2,2014-04-14T01:30:00+00:00,2014-05-09T01:30:00+00:00,78e403c35694ebd834f7b31b5287b9fbae431d2ce233e9481bb1bbc74d6a75a5
-0.5628532683097274,,7.5103554268749955,-1.1061179617462407,,,0.6862772032942803,,3.207851042167411,-0.12273167140666166,,,3.032375107454787,,,-0.29660917846940493,0.37999502875417,1.9223456505667893,,-5.001042057466142,0.0,,,,0.6571765163234519,0.21652514085162716,,0.7356769559370475,2.4268741643246923,,,,-2.0521635720796803,,2.5315059627561856,,,,,-1.4695341602115572,-9.684982598991766,,,,2.3802406962473213,1.595940909582219,-0.12372534555109996,,6.633969684677283,,0.32054331207627895,,,,,-0.8715317046928822,0.002111820917672803,3.029729475531569,,-0.5949868806235055,-2.180652590811654,,-6.0949437150574255,,20.23684887392454,,,-1.9031220726684344,,2.7075817260754835,0.738010729762246,0.2911293299544189,-2.8225424428680443,,1.5502802487082603,,,,,0.14585681782561205,,2.533404689108719,,,,,-5.949597811397655,-1.5009662650565403,-0.3281381123177534,,4.258348657923768,,,0.7474112376296675,-3.5415376511722085,-2.7026631777736068,0.9564108246712398,,-6.389515441528269,-0.157841364650537,2014-05,-0.1,2014-05-14T01:30:00+00:00,2014-06-10T01:30:00+00:00,3c112a00063bee68499259533097776007c8ddd5fecba827525c1645e3d93ac5
-2.7130108836200817,,-0.050860135726114905,-2.894832195589278,,,0.048840049810884675,,1.9228089416898297,0.0,,,0.22968884328755865,,,-2.063356853061378,-1.1241551092847617,1.0615481649915195,,0.0,0.15082959118848813,,,,0.4357305368955626,-0.3800797636539987,,-0.2176563063989358,0.5964788054379306,,,,4.368869500233116,,1.4992625083063695,,,,,-1.3675617899293562,12.71551754852467,,,,1.226399629568318,0.37492712699613423,-2.1393348691876612,,4.5709806961850035,,-7.703257983953862,,,,,0.0,1.5132115877242829,2.6499342428436496,,-4.296742208752429,-1.873956848623344,,-2.2338691275200753,,0.7604599385219213,,,-0.35405103127264337,,-0.11970452453026478,0.48899852941917704,-0.9766234025696544,-4.276353366022629,,-2.9971075711089403,,,,,-0.5483566006834589,,-1.9827960105969662,,,,,-8.56554445784939,-2.10131895988163,-0.8534969526793671,,0.4945437579913335,,,-0.4625257904027174,-5.2765933340220545,0.07649354002604723,2.0800214373634196,,-1.939025512362079,-8.276694057904146,2014-06,-0.2,2014-06-16T01:30:00+00:00,2014-07-09T01:30:00+00:00,cd7d42430d45037dc4872cb41dc221ba47ae0e9d37ef5f001a6022889751841a
-2.625287003727113,,-0.2967005503214124,3.056421999023599,,,-1.872898510627697,,3.786828124575168,-1.0936782148583786,,,1.208703576158709,,,-1.6374291028461267,-1.76017345280201,1.0749904253059461,,0.0,-3.02184017943162,,,,-1.2248622076199085,0.7090701963371959,,1.2048260387393106,4.750513921768153,,,,7.090182012509406,,1.3804583736243559,,,,,-1.7142303865708135,10.959036319639601,,,,-4.804713908802907,-0.35690423787822817,0.2851906597867549,,3.5274721920908374,,1.5117789077313617,,,,,0.0,0.7852602793622363,3.226973853638735,,-3.01136876956768,-3.427532629394075,,3.9894592853822917,,0.0,,,1.8275269005905586,,-0.29906687204573906,-1.3752672552037148,-0.5512199928350109,-0.613261252657654,,-1.619468591998072,,,,,-3.527138553155687,,-4.627395264152539,,,,,-9.145582875005383,0.0,-1.7604868918910948,,4.23175773509944,,,-1.732335154021864,3.2737224570454506,0.1855267854349874,0.5239073672199505,,-5.182212460952488,-3.839738818093726,2014-07,-0.1,2014-07-14T01:30:00+00:00,2014-08-09T01:30:00+00:00,58f80f36d57c77cddf5c7230b0cf6a04dc9e51752a80b20df81f1cbd1ceac047
-0.40735866957783,,1.9056406384588105,-0.8157679008091221,,,-1.4613724905671444,,3.437202921905725,-6.182257213384456,,,-1.2978241470481096,,,-0.4396264321045124,-1.3147393750872003,-0.16378351993923662,,-10.821358464023271,-6.51859798846955,,,,-7.872315612952756,-2.1597731742309185,,-2.4388747556953283,5.657466578570372,,,,-3.3856107094441237,,4.220465792823927,,,,,-0.38240964384033943,4.242584410222966,,,,-1.6053120986179492,5.6802330346023115,0.8103772063107519,,-3.439213279389718,,-5.319509842084976,,,,,-1.4062999727310637,0.5741524410429756,13.041817339357836,,-4.406274400418505,-3.9832645859781115,,0.9868807402161365,,10.763066419236536,,,-1.4541999994346058,,-0.6753602671358587,-6.8833918457236924,-0.5135432637392363,-0.4426210819926001,,-0.3624370864941047,,,,,1.8494868776294922,,-2.2580500961614605,,,,,0.6659292089976997,-0.1932367751053813,-2.7856954502966333,,-2.4395341985419035,,,-1.1103439681545673,-4.2695080850157625,-0.4874699519961479,0.20456877232931073,,1.1521403924084774,-4.862884577326633,2014-08,-0.2,2014-08-14T01:30:00+00:00,2014-09-11T01:30:00+00:00,11e913013f6396b338c7c37d385cb3180a58b5b954cb6224001f77c3e2b53491
-4.759042131974351,,9.60233630871912,-7.603603701981844,,,-2.08330240900762,,2.1214268267262573,-1.2148972510422629,,,-2.778667231424738,,,-2.111991858565691,-2.7161084270551363,-0.0875176896812245,,0.0,-0.8115745304767576,,,,0.688103320102875,-2.066061593096525,,-2.27932379352018,0.08209720415157,,,,2.120399091449313,,5.603617425386571,,,,,-0.7692345623155614,-2.597548640326068,,,,-2.4062407752948567,-3.580959458126546,4.010503054120311,,-3.685157360852432,,3.2844897297036484,,,,,-1.0765861926559437,-1.0209326489246422,-3.18327947062295,,-1.577878493753088,-0.5319161477599933,,4.0844228847834465,,2.020270731751947,,,8.074917184986347,,0.23003543420361824,-0.6644542718668613,-3.0359052544332497,-0.7539070829649737,,-6.179683203244349,,,,,0.7956341698546554,,-0.6596100985413769,,,,,0.2524245039446857,0.19323677510538603,-1.792660044594327,,-0.2734460745964938,,,-0.1627339659375371,2.7323649005843387,-0.8074584865145382,0.3587468822856779,,2.2023701849696415,9.832028047174024,2014-09,-0.4,2014-09-15T01:30:00+00:00,2014-10-15T01:30:00+00:00,bfa58629a0ba1071714d603ace91808cc2350f3d1cfd1aee9abfea3a84a5c6e2
-5.380321414616711,,2.80530888636416,3.8012265957754434,,,-3.0352931912048877,,-8.656842454745671,0.26702285558788924,,,-5.234576043610625,,,-3.7263312407661626,-5.402477965507728,-4.274036052368263,,0.0,0.2920928427663698,,,,0.49534244459740395,-0.6247990325648738,,-1.0146303944662631,0.36478216894805127,,,,-11.855631017613694,,-6.6055895997321405,,,,,0.0,-7.285369835533189,,,,-0.7607632890501742,-3.0204251485065647,-0.1707279632454368,,-7.255255030606176,,4.080155486323197,,,,,0.0,-3.3838647174700545,1.4326892620761702,,1.1937551021053763,0.0,,5.131108149367758,,-5.480823649499503,,,-0.7196629032039803,,-0.0462955316547346,1.3245226750020722,-5.260402439904588,-13.143983322900436,,-4.700745465570321,,,,,-2.2015968536709014,,1.2461220437811815,,,,,-1.4991013804576951,0.9606221805439933,-3.2746095800693307,,-3.7069558138246688,,,0.0,2.1864568327034406,-0.48273970493482987,-0.5468406083887681,,-2.3908841963745617,1.3003875650515655,2014-10,-0.4,2014-10-14T01:30:00+00:00,2014-11-10T01:30:00+00:00,a2f13379c806fc971a72711261110737e514ee71990fa6c1066f56345dea39ed
4.846319875285277,,1.2562362298094478,-11.94269484030314,,,-6.107304859336649,,-5.429739253964032,4.050194330932995,,,-0.19977657217906958,,,-1.0533092306511753,-1.721011294921153,-3.1580148771704684,,0.0,5.077232537342314,,,,4.979805943365622,-4.24014829452811,,-3.8237169687014148,-0.3299555197165393,,,,-6.706423058054588,,-0.6206779440976333,,,,,0.38535693159899725,-7.827523575807508,,,,2.038402543206757,-1.6097974791606326,-0.7405997600411098,,-11.617907918359977,,-17.925537687671834,,,,,0.0,-4.448490391183311,-5.607373748270252,,1.5908703316594688,0.41513711224759703,,2.0902023401403627,,-2.8573372444055885,,,-3.9075078202545814,,-0.7436582916433104,5.55342886448051,-0.9909561797065589,-1.5451511097772377,,4.287241510460682,,,,,-4.603532901674254,,3.382128242965322,,,,,-7.053015080583787,-0.38314223115559487,-2.0302726257359485,,-0.7931837245129293,,,0.0,-6.497813107125751,-0.03774297081981211,-0.48597609150898347,,5.969574848859134,-6.584197280845048,2014-11,-0.5,2014-11-14T01:30:00+00:00,2014-12-10T01:30:00+00:00,1b8cd290cac6d6d2daaa7708b637f0e6cec6978e637047e9def93f21f4ccff1a
