price__p_08af219b10a3d0c1,price__p_090787ff4c600967,price__p_09cb91d919e19c81,price__p_12702c2817bc3058,price__p_12f4a9142c235af4,price__p_156a750ae05683cb,price__p_15e2359392c5042c,price__p_175e0c5b4d6a8cd9,price__p_1bee12058e36565f,price__p_212ef5b23dbb70ff,price__p_24e9e14ac94c789e,price__p_29096e2e6c801716,price__p_2929b2190c67fa05,price__p_29a1d693bcd6b5ed,price__p_2b23ed0aa617091c,price__p_2fee73ae064112ed,price__p_31deb9fdc417508e,price__p_369ce465f81b2b58,price__p_3862181ef4e50416,price__p_398b35a78734a78e,price__p_3abb1bdf911a74ba,price__p_44d21f4415cc94bd,price__p_47f8c50648adab37,price__p_4868c8af6ebb3048,price__p_4b78aecc4ad2673a,price__p_4d6f925d5fd37636,price__p_4f0bc051d584c367,price__p_4f513e6f6ede7f06,price__p_57bdf8a55dab3591,price__p_5a70d1f2747b0f36,price__p_5b64eea47fe39565,price__p_679f919cb34f89e9,price__p_6a02652f4a9989e9,price__p_6ad195c852babce1,price__p_6f9697bbf4df888a,price__p_7b4d7b259b6753fa,price__p_7bbab6017e1fb60b,price__p_7c74e703f996c871,price__p_8de345911b7fc78f,price__p_8f5fb68c57941b6a,price__p_8f97282e97de7a9b,price__p_9122726a99818701,price__p_955389fa1088a0da,price__p_96d693419d7e59f7,price__p_9aad75ce6ea05520,price__p_9f31a8386b8c5eb8,price__p_aaab792e0f7a512c,price__p_ab0f14fdeeb99eb0,price__p_b2354c8beb79d919,price__p_b32a1dc815512f2e,price__p_b4735e773b7401fc,price__p_b6a4aa3d34b35ea7,price__p_b74ad31919d3dab3,price__p_b7a55e9cddc1fa47,price__p_b7b1618afb05d922,price__p_b873db1e2ba44465,price__p_ba1176602ebbd96b,price__p_bbc1e9ba2c1b1332,price__p_bc05e8925dafddbd,price__p_bcb6c83c3cb2c0f1,price__p_bd3edefacd71ccb9,price__p_c0cb077ae13a5415,price__p_c2351f7e990ff8ee,price__p_c67eb545eaecb876,price__p_cf6f0c8ecd5041af,price__p_cf91019388b7c9a6,price__p_d03f48cac90afd53,price__p_d513ce0622315a93,price__p_d8a34b15fb6f311c,price__p_dde8e41d5f1a8881,price__p_e0705204f7294fed,price__p_e07286f243955a55,price__p_e9114732b34c7687,price__p_e9a1a6b2d848b28d,price__p_ec63403370289989,price__p_f05785b9d3415065,price__p_f155865bddb5ae03,price__p_f72f3a06539c1241,price__p_f7fd37c9c13f589b,price__p_fcdf70fd9a5b0838,target_month,target_mom_pct,feature_cutoff,actual_published_at,feature_hash
-0.606672814526925,-9.985466585835681,,,5.595351317584889,-40.17503935839258,,,-7.148958271856386,-3.1733130396005236,,-11.53849169650114,-12.456827410504111,-11.466705481114372,,-43.48388236673754,,,-56.2875043754291,,-9.063115941163018,,-9.725355361421414,,-21.679844003115797,-1.5353982335662657,,,5.24442295394853,-35.422579337029894,,,-6.325213611215153,0.3057516888484716,6.933705504141237,,-16.139261268397334,,-11.5808725389355,,,,4.217180194332601,0.595870145882997,,-5.092614487246068,-40.390011357922674,2.009391114703749,32.41194686542118,,,-20.409355619968377,-31.765888170064354,-34.57712632117177,-57.696414524489526,-18.388124901203305,4.458350253567221,-1.2546457376538975,-20.78047934022619,,,-21.734884386809387,4.967458326712573,,,-3.249868224407199,,1.9849798220031099,-7.893510414357685,-30.881436384739523,-2.066612950109907,,-1.5565817293721358,-23.09135027244572,-39.275589445094944,-5.484384002829333,-0.05725588330472286,,16.19925988560014,-25.846601196551827,2021-11,1.0,2021-11-24T01:30:00+00:00,2021-12-09T01:30:00+00:00,99b761c54c4ea72d8ee64e8b08975245135aa1d73ae3859e4d334b78c877d691
-4.283110267621501,-6.833915824313077,,,-1.0015768667899316,-8.737259386094012,,,-3.7363079167148925,-4.994299024212552,,-0.06943908928040389,-1.1368050150816733,-3.3204558774099926,,-9.358927891633424,,,-7.822318847163749,,2.442935859970396,,-9.082840717653543,,1.619455827323317,-4.632150446798774,,,-5.643000934460976,-19.1719424898159,,,1.6579521302171945,2.5314157833945217,0.26886491591825684,,-7.167104037254715,,-9.786209864373948,,,,-1.4673435403823083,-4.470246463480485,,-11.724962834459085,-22.365972879687018,-0.30511083928962346,-8.239953176706674,,,-3.3270976560889816,4.975071001480442,-8.720208173135017,-8.66890931379393,-0.29981992761130655,-2.198895111203928,-12.975739400128425,1.6242317501409218,,,2.6547780626809394,0.13200202947312664,,,-5.082472858860848,,0.9389740349839137,-3.5385646561685498,-36.419547738512975,-3.0899989333069184,,-0.3558370134342191,-26.899945519248153,-4.897386132570438,10.990253386536338,0.018221337236246454,,-46.47221981060236,2.6300542241850033,2021-12,-1.2,2021-12-24T01:30:00+00:00,2022-01-12T01:30:00+00:00,8640660c906dfe75d757a7f651d6a1f839dab6a0ff5d60f43d1375eedc1ffa9f
-6.976714249233195,3.7222570508292225,,,-0.36532501244336735,-13.327130332573098,,,,1.9597002121488825,,-0.79619951612349,-2.351009329746629,,,-13.463674035557338,,,-10.563632314594933,,5.38041215223241,,,,10.979618515554607,0.5841485631955872,,,,-12.29913199415412,,,3.889175815643578,-0.9008894266375774,1.2184781263581503,,11.760926723959708,,8.654181153028617,,,,-0.49272784142664505,-9.211300319090764,,-9.245382919606971,9.869672844513582,0.0,-15.210777819745813,,,3.303693068683039,-0.9723564912440548,-0.2815428536488221,-13.379871750604128,,1.8295273216668895,-10.067612681232793,-1.9963347646750795,,,-1.6151604854882946,0.06533101277664348,,,2.0557341530094737,,-3.0041784902507978,-1.1870447200220897,23.96344493780018,2.501594223955606,,2.8132901686149228,,-6.658522145140884,,-1.0123953420789507,,3.92606609602538,-7.640790901144927,2022-01,-0.2,2022-01-24T01:30:00+00:00,2022-02-16T01:30:00+00:00,221450a634b6e02c67bb1687f1ebb254d3011c97f9bd5c79f5da0672293200df
0.1510769622817062,3.574002397698206,,,0.40330306158768914,4.257199793633413,,,,14.633039262212556,,4.1283232099615725,3.9144017214293734,,3.2321399693377924,4.195981833147781,6.524844108258568,,7.828830505916449,0.71792952810355,1.7155816736018854,,,,5.935102887426603,4.88993025859419,1.4423083363384037,,,8.752055537986317,2.606108726788161,1.4699490406603506,13.73469030834144,-0.23794904477006207,0.41794432529049647,,3.2539927745584585,,2.993707695516677,,,,0.4330776069316718,2.638565868136572,,-1.015881752499124,16.234881083960094,1.5163292803345365,-12.94580672368867,,,,-5.314313606999463,2.7985100636332083,9.992727381048239,,1.0710382881081126,-0.8656397229815892,3.6879482652887554,,,3.101121544900713,2.4951280968779024,,-14.005440190468427,14.859201008226899,,-2.437163682128618,2.3007294734858315,-13.208672087491117,1.1362354473472924,,-3.3254183838781635,,5.032022864342387,,-0.04207758115996014,,25.82246102295504,15.264681071999716,2022-02,0.5,2022-02-24T01:30:00+00:00,2022-03-09T01:30:00+00:00,b5c55a9fc3b5a045104899f4cf6bae47d32133f0c5d2adffbe14a8185e2d60df
3.0867268053030754,7.018839267100365,,,3.2463955443229353,39.115387881911204,,,,7.903672848400467,,-0.46204147033234844,-0.38615649841145766,,1.677336749866523,40.037534323899905,0.5550116645188048,,37.41110463187985,-4.169111270658264,0.20430065768368005,,,,-3.2860390213447603,10.15503207831587,2.0775772979615743,,,29.872342124108993,8.199074111891541,4.78059573130422,16.95125098852294,-1.456309215279973,11.231528247216431,,5.072727544381711,,15.239678079395713,,,,-0.19184484554792106,0.44643746766000053,,2.271391025353213,-6.064156881469826,3.9596865123110385,-3.3060862260888175,,,,-12.966708972152876,2.683727157129086,39.46541920039488,,-0.36457214221861073,-0.6395990405820393,-0.7111937940010162,6.601427477749823,,-0.3611086211043671,7.637367268714791,,23.356003954169164,7.278555156075554,,-15.378473802019975,1.6192025412865372,29.65619012725614,0.9179635918029027,,-4.834995699905963,,11.620184053387622,,-1.129537053193487,,21.736818045893887,-6.600714790261398,2022-03,1.1,2022-03-24T01:30:00+00:00,2022-04-11T01:30:00+00:00,4c8ea4bc0980011325177ef5a8e716be53fcc4c85787c61bf1b4a484e2e1e5b5
5.790831903845219,1.3513013549067836,,,0.43646569317143036,-21.197025071608454,,,,-13.208484357507261,,2.8592649824836336,2.1894793824156236,,2.591941917864377,-21.13131226841871,-4.084717107081721,,-28.95146936122116,1.1820406223476414,10.451339182935037,,,,-2.0953064343351504,-2.1348618272669326,-0.4554016770010277,,,28.947078970328484,2.266268926500579,-1.2546248173832724,-8.635804636449599,1.8984165046268635,-0.9676387265819104,,2.1811246872399113,,-8.834299471003819,,,,1.586978301961089,4.055396411484474,,-1.171316466365309,23.115897457581983,4.200739400853874,8.841095734405293,,,,2.313114574732857,1.0160949448620575,-30.522638210269047,,-1.3346750561269354,0.504267942112317,3.1331894816395374,2.0908881559619563,,3.7261252850545628,1.0869672236903891,,8.55051003465492,-12.928507790027519,,-1.222324328223104,3.723755965062331,0.572830386028408,3.262714363703225,,-0.504480364113279,,-2.4632666577027877,,-0.013302294665438278,,-2.865451929511619,-9.261998938035495,2022-04,0.6,2022-04-24T01:30:00+00:00,2022-05-11T01:30:00+00:00,d06ae9b445e8124115cf35ba13d7dfe071ca039d7bd05e3a0d8db259334de68c
3.4925659765047183,4.7075737355642255,,,1.9462424592377923,6.051257072101798,,,,0.9236715570761788,,-4.020950402146368,-2.2260589964272763,,-5.3370998015448405,5.8337551233312075,5.71129545737164,,10.441234387595195,-1.2616965131295008,-8.980274934626548,,,,-5.73272680986328,2.1684941795871144,-1.8605600922544712,,,0.16071145045825433,4.189744204663618,-0.8644364519545845,-6.013213772229388,-2.9075889716618266,2.196390563801541,,7.937038016143605,,5.0550623190395205,,,,3.019064085315792,-5.8777284083840655,,-4.496831621302221,-4.083469688480043,9.948754759830424,17.58906664636642,,,,5.595702911631582,-3.7961639529724915,12.838543148611098,,-1.4462298215366516,-1.461586965663697,-2.9853550292716626,9.712973007794488,,-3.539182165160083,0.4627116205281027,,-6.86573167259485,0.9824170898489131,,1.2953411053836068,-1.8051882235526648,-8.358720430739439,-3.8553347970113823,,-1.9594891886449048,,-5.505159393277681,,0.1382574467129719,,-3.329311706385494,-2.538533271524818,2022-05,0.1,2022-05-24T01:30:00+00:00,2022-06-10T01:30:00+00:00,a2489f0228d3c17748784b70beff637f81bf7c87a4ecf3e2b87b1945983294ff
1.1435387523163665,7.379126276163094,,,0.6047503714715989,5.019078934730373,,,,7.639120721710932,,-5.977614180079815,-4.139823435469264,,-5.525629398953842,5.027513716401038,10.85418670904488,,4.3297583736705665,-3.0941009207834864,0.798913207748275,,,,-1.7770107369805788,2.762928897303844,0.3445232101630018,,,-0.8061525896254994,-1.765905928168506,0.5981064455813542,0.611780402105329,-0.2155658091964927,-3.2590395026697383,,7.225178002527254,,-3.457134406508856,,,,5.61920058165338,7.8155115427399435,,-12.227705350371314,-4.672418291666105,4.969738560622198,5.644131090495163,,,,11.636444434305544,-6.625078359934432,5.078465529753253,,-6.575684435834593,-13.538402473336053,-5.031349261136769,-0.05662870597440188,,-6.7869926705824115,2.042930626944147,,-5.080371789222284,7.995222391829647,,0.05472761650664569,-3.50040742104571,0.04828751861494008,-1.4045438469760068,,0.7150551711085285,,1.2183932248293317,,-0.15156151112426763,,-12.3398351600353,-9.953075860370983,2022-06,0.2,2022-06-24T01:30:00+00:00,2022-07-09T01:30:00+00:00,c8bb5011805a93f5e4ea0306bc555d28d858d05270036c65dd84fdc7b1d73576
0.08432054179709741,-7.539563650882529,,,-1.1012971602683823,-5.235958203078572,,,,-5.804285245101281,,-14.130562216063842,-13.727136843143045,,-17.597141644341878,-5.603838052347034,-17.028548182603096,,-6.1174223369153635,-2.527565924136986,-11.041874409044114,,,,-11.8253148595432,-5.882716988199775,-7.748511398486496,,,-14.56610259141888,-1.6060873611320814,-5.979372261704906,-3.2007290766403504,-0.3609869088900548,-2.861931660812152,,-6.144311336563638,,-5.9666340041326,,,,-4.104826569495456,-7.12814733533367,,-8.563320386727542,-4.639722220299889,2.244630565226681,32.06685714480875,,,,-14.912980470510274,-25.21023118845941,-5.4527641576367,,-21.711432499392824,-8.511285542847427,-12.306883986521482,-21.431615194742086,,-13.451543534154517,0.0737758512415447,,-15.315584366240204,-5.969669835920813,,-2.0459210615931678,-8.63678897295365,-13.227110337890249,-22.18558192158124,,-4.199440858377561,,-11.328492423940704,,-0.029275173531408676,,-5.4308656361624505,-4.359317146099292,2022-07,-1.3,2022-07-24T01:30:00+00:00,2022-08-10T01:30:00+00:00,3065290cd41689132919b56e18c7243647e06ebd72a3dcbea9744426896ae07d
0.7886858544791326,-15.642795790245959,,,-2.1769716033490063,-7.976199541111728,,,,0.431897691912082,,1.1575751275652242,-0.6768567139358803,,3.180480087006636,-8.141503310990341,0.31567277085039047,,-5.444631700168008,-3.313736885643147,8.691728080674094,,,,4.077849007732882,1.7773450322909272,-4.272120989111662,,,-82.30824075884225,1.2328523891996312,-2.8382673330493073,2.856623586055263,1.2691197791455542,0.6956662864777717,,-16.8334225613839,,-2.090408994403161,,,,0.14984337363022562,-9.524529424620521,,1.0242677148822192,-9.212599016910232,-9.041563559643107,-5.455898425043449,,,,-8.341711651992332,2.249191091165377,-5.535856395371415,,-5.145187402181762,3.4635496662756338,3.9249020824799197,-9.130604190947237,,5.002467326431458,0.0,,-8.350797093826596,0.16514921504963453,,-3.178472706067939,-3.2185907968348713,-19.906263383451442,9.668449040445585,,-1.8093315821150733,,1.5761560362467932,,-0.023958790994295695,,13.087376984285187,1.0506770976231263,2022-08,-1.2,2022-08-24T01:30:00+00:00,2022-09-09T01:30:00+00:00,7cf9b9c2b30ecba07c58dbbff466dc5ed91cfedbfd6f67498a04d7fe64230167
4.335479510675468,10.998109583037847,,,0.4964431840796572,16.53123970336505,,,,1.8033934671597858,,-1.4269793501472041,-1.7442982407516485,,-1.2819108120964544,17.162564340994034,3.677098687899119,,17.60020815789906,-0.9631174144371022,0.11292877606321138,,,,1.4181358509779762,5.629948710584216,5.30446876454631,,,-34.773818942061304,3.223195119779837,2.2924171096468644,14.100701497333798,-0.7402067182835029,-0.16535092197672754,,0.6218861590429894,,2.768899338999928,,,,-0.7960547000763812,2.2780284066118193,,2.3062652389356377,1.243903424268299,-2.7116263373111047,10.208412611327965,,,,24.045526616059593,-0.2946409575437852,11.274264677294763,,-2.059285551727554,1.5947805162132136,-4.979854823105233,5.852921597372731,,-3.6147476251673174,-13.095051328760066,,-0.12488781235293676,1.834045374002074,,-4.8444664620472295,-2.897685380639107,7.385750681870172,1.2524036387108786,,0.5939842276690996,,10.518998040548874,,-0.10655302020382848,,-3.2292349829585425,-3.2152258866577825,2022-09,-0.1,2022-09-24T01:30:00+00:00,2022-10-14T01:30:00+00:00,ed3d1f83859673abbc7963a67852bccf6f96d2ffa768468508b905876c44c48b
