product_name_cn,unit_cn,category_cn,carry_log_price,first_window_log_price,first_survey_log_price,second_survey_log_price,month_log_price,prior_month_log_price,survey_aligned_change_pct,twentieth_to_twentieth_change_pct,second_window_missing
乙醇（95.0%）,吨,三、化工产品,8.58307456052975,8.585954035987026,8.584514298258387,8.597721934801433,8.591118116529909,8.59988825825814,-0.8731796215669795,0.558524456320022,0
农药（草甘膦，95%原药）,吨,八、农业生产资料,10.153413239183829,10.145452858090925,10.149433048637377,10.207026979921805,10.178230014279592,10.164889352798827,1.3430045141913323,4.404238921002103,0
冰醋酸（99.5%及以上）,吨,三、化工产品,8.056363353971486,8.170836261787645,8.113599807879567,8.330863613224745,8.222231710552155,8.002941153804265,24.519302336638102,39.88606869585746,0
复合肥（硫酸钾复合肥，氮磷钾含量45%）,吨,八、农业生产资料,8.194395036941843,8.1940635452261,8.194229291083971,8.191629242502557,8.192929266793264,8.198060321777326,-0.5117913607420164,-0.4741165444622452,0
多晶硅（致密料）,千克,六、非金属矿物制品,3.7013019741124933,3.711130063048756,3.7062160185806245,3.713572066704308,3.7098940426424662,3.508349682985658,22.329050060602825,15.81920903954804,0
大豆（黄豆）,吨,七、农产品（主要用于加工）,8.440765607966252,8.456784796221141,8.448775202093696,8.45461541343151,8.451695307762602,8.414979543144117,3.7398113679993474,3.60672372716844,0
天然橡胶（标准胶SCRWF）,吨,九、林产品,9.784878550863711,9.825526011066415,9.805202280965062,9.812051857213685,9.808627069089374,9.736735407733743,7.453892366720129,6.7391812865496465,0
小麦（国标三等）,吨,七、农产品（主要用于加工）,7.781263762960851,7.781472483297231,7.781368123129041,7.781806345248416,7.781587234188729,7.781897354811171,-0.031007254001285865,0.06262786522486542,0
尿素（中小颗粒）,吨,八、农业生产资料,7.464739034729211,7.479807696164023,7.472273365446617,7.491366572473775,7.481819968960196,7.475585400667532,0.6254043666040974,2.4051645338208067,0
山西优混（5500大卡）,吨,五、煤炭,6.768608147571979,6.852559643514187,6.810583895543083,6.890303885368382,6.8504438904557325,6.7420013233982194,11.454089533698438,14.002320185614927,0
无烟煤（洗中块）,吨,五、煤炭,7.297835985046554,7.3890696993737395,7.343452842210146,7.373248752749986,7.358350797480066,7.197507974170052,17.45003502279459,17.593207825765898,0
无缝钢管（219*6，20#）,吨,一、黑色金属,8.29702022354686,8.300752128161701,8.298886175854282,8.299634018395928,8.299260097125105,8.299516326848597,-0.02561968994599978,0.2967211070937523,0
普通中板（20mm，Q235）,吨,一、黑色金属,8.168174577126424,8.178835177834811,8.173504877480617,8.17413934342947,8.173822110455044,8.153887507423853,2.013462413307499,1.8837583275902121,0
普通硅酸盐水泥（P.O 42.5散装）,吨,六、非金属矿物制品,5.516247350809359,5.524257005164247,5.520252177986803,5.556055562626746,5.5381538703067745,5.512810842056717,2.566689290646302,3.8940184664793382,0
柴油（0#国VI）,吨,四、石油天然气,9.027438646917162,9.072376312440662,9.049907479678911,9.099442330260207,9.074674904969559,8.981976078990876,9.713125807210101,11.096905527351224,0
棉花（皮棉，白棉三级）,吨,七、农产品（主要用于加工）,9.775102892731136,9.771914241617766,9.773508567174451,9.741597836806552,9.7575532019905,9.755099051935698,0.24571639460577688,-2.7070464424615404,0
汽油（95#国VI）,吨,四、石油天然气,9.200118304205883,9.254357257392957,9.22723778079942,9.30761226273039,9.267425021764904,9.157245374175364,11.647862513752829,15.409424083769585,0
浮法平板玻璃（5/6mm）,吨,六、非金属矿物制品,6.979238380604001,6.979982912979018,6.97961064679151,7.004337376828381,6.991974011809946,6.994763866163931,-0.27859663268435253,1.5489581412502866,0
涤纶长丝（POY150D/48F）,吨,三、化工产品,9.10219821335648,9.136424689026015,9.119311451191248,9.173603770860176,9.146457611025712,9.05238193622585,9.864288235170969,12.207529159779344,0
液化天然气（LNG）,吨,四、石油天然气,8.652527956985855,8.70682132339263,8.679674640189242,8.735943104823743,8.707808872506494,8.622019061034894,8.957728758844933,11.660206718346219,0
液化石油气（LPG）,吨,四、石油天然气,8.693463140781757,8.832179098395363,8.76282111958856,8.921163850057535,8.841992484823049,8.67440742305336,18.24458668452419,28.928294740466647,0
烧碱（液碱，32%）,吨,三、化工产品,6.530002609440508,6.525909036472607,6.5279558229565575,6.525909036472607,6.5269324297145825,6.530798927968961,-0.38590329745994173,-0.2775748721694382,0
热轧普通板卷（4.75—11.5mm，Q235）,吨,一、黑色金属,8.109645917103748,8.117193122739131,8.11341951992144,8.104371086854504,8.108895303387971,8.091009575706291,1.8046635193469769,1.3352525035985394,0
焦炭（准一级冶金焦）,吨,五、煤炭,7.473466736232399,7.592819883348726,7.533143309790562,7.647976866928011,7.590560088359286,7.425204635828614,17.981241149502004,27.332361516034965,0
焦煤（主焦煤）,吨,五、煤炭,7.77123577702397,7.8623047229733825,7.816770249998676,7.843574090663838,7.830172170331257,7.583694773312228,27.95102621446452,24.776075571435577,0
玉米（黄玉米二等）,吨,七、农产品（主要用于加工）,7.7142757867097655,7.712801552039491,7.713538669374628,7.700521524570795,7.707030096972712,7.716234958021827,-0.9162626004231402,-1.1763127292244189,0
瓦楞纸（AA级120g）,吨,九、林产品,8.06843428639978,8.04202424485828,8.05522926562903,8.032847200454626,8.044038233041828,8.081012270701269,-3.6298845038149334,-4.5930376610505865,0
